DateTime,Name,Site,DateTime,Tz,{parameter},qual_code
1970-01-01 00:00:00.000000000,1.07,P,1970-01-01 00:00:00.000000000,P,1450.0,P
1970-01-01 00:00:00.000000000,1.03,P,1970-01-01 00:00:00.000000000,P,998.0,P
1970-01-01 00:00:00.000000000,1.23,P,1970-01-01 00:00:00.000000000,P,1020.0,P
1970-01-01 00:00:00.000000000,0.98,P,1970-01-01 00:00:00.000000000,P,890.0,P
1970-01-01 00:00:00.000000000,1.1,P,1970-01-01 00:00:00.000000000,P,518.0,P
1970-01-01 00:00:00.000000000,1.47,P,1970-01-01 00:00:00.000000000,P,521.0,P
1970-01-01 00:00:00.000000000,1.63,P,1970-01-01 00:00:00.000000000,P,416.0,P
1970-01-01 00:00:00.000000000,2.16,P,1970-01-01 00:00:00.000000000,P,631.0,P
1970-01-01 00:00:00.000000000,1.68,P,1970-01-01 00:00:00.000000000,P,717.0,P
1970-01-01 00:00:00.000000000,1.45,P,1970-01-01 00:00:00.000000000,P,553.0,P
1970-01-01 00:00:00.000000000,1.36,P,1970-01-01 00:00:00.000000000,P,438.0,P
1970-01-01 00:00:00.000000000,1.18,P,1970-01-01 00:00:00.000000000,P,383.0,P
1970-01-01 00:00:00.000000000,1.16,P,1970-01-01 00:00:00.000000000,P,778.0,P
1970-01-01 00:00:00.000000000,1.11,P,1970-01-01 00:00:00.000000000,P,1350.0,P
1970-01-01 00:00:00.000000000,1.06,P,1970-01-01 00:00:00.000000000,P,999.0,P
1970-01-01 00:00:00.000000000,1.32,P,1970-01-01 00:00:00.000000000,P,732.0,P
1970-01-01 00:00:00.000000000,1.58,P,1970-01-01 00:00:00.000000000,P,726.0,P
1970-01-01 00:00:00.000000000,1.69,P,1970-01-01 00:00:00.000000000,P,786.0,P
1970-01-01 00:00:00.000000000,1.83,P,1970-01-01 00:00:00.000000000,P,635.0,P
1970-01-01 00:00:00.000000000,1.65,P,1970-01-01 00:00:00.000000000,P,585.0,P
1970-01-01 00:00:00.000000000,1.6,P,1970-01-01 00:00:00.000000000,P,458.0,P
1970-01-01 00:00:00.000000000,1.84,P,1970-01-01 00:00:00.000000000,P,471.0,P
1970-01-01 00:00:00.000000000,2.26,P,1970-01-01 00:00:00.000000000,P,684.0,P
1970-01-01 00:00:00.000000000,1.77,P,1970-01-01 00:00:00.000000000,P,619.0,P
1970-01-01 00:00:00.000000000,1.89,P,1970-01-01 00:00:00.000000000,P,725.0,P
1970-01-01 00:00:00.000000000,1.91,P,1970-01-01 00:00:00.000000000,P,857.0,P
1970-01-01 00:00:00.000000000,1.56,P,1970-01-01 00:00:00.000000000,P,961.0,P
1970-01-01 00:00:00.000000000,1.48,P,1970-01-01 00:00:00.000000000,P,1290.0,P
1970-01-01 00:00:00.000000000,1.62,P,1970-01-01 00:00:00.000000000,P,1510.0,P
1970-01-01 00:00:00.000000000,1.58,P,1970-01-01 00:00:00.000000000,P,1770.0,P
1970-01-01 00:00:00.000000000,1.77,P,1970-01-01 00:00:00.000000000,P,1740.0,P
1970-01-01 00:00:00.000000000,1.66,P,1970-01-01 00:00:00.000000000,P,1490.0,P
1970-01-01 00:00:00.000000000,1.64,P,1970-01-01 00:00:00.000000000,P,1320.0,P
1970-01-01 00:00:00.000000000,1.89,P,1970-01-01 00:00:00.000000000,P,1250.0,P
1970-01-01 00:00:00.000000000,2.03,P,1970-01-01 00:00:00.000000000,P,1220.0,P
1970-01-01 00:00:00.000000000,1.89,P,1970-01-01 00:00:00.000000000,P,1020.0,P
1970-01-01 00:00:00.000000000,1.86,P,1970-01-01 00:00:00.000000000,P,889.0,P
1970-01-01 00:00:00.000000000,1.69,P,1970-01-01 00:00:00.000000000,P,841.0,P
1970-01-01 00:00:00.000000000,1.26,P,1970-01-01 00:00:00.000000000,P,812.0,P
1970-01-01 00:00:00.000000000,1.18,P,1970-01-01 00:00:00.000000000,P,839.0,P
1970-01-01 00:00:00.000000000,1.29,P,1970-01-01 00:00:00.000000000,P,717.0,P
1970-01-01 00:00:00.000000000,1.07,P,1970-01-01 00:00:00.000000000,P,614.0,P
1970-01-01 00:00:00.000000000,1.19,P,1970-01-01 00:00:00.000000000,P,684.0,P
1970-01-01 00:00:00.000000000,1.14,P,1970-01-01 00:00:00.000000000,P,1350.0,P
1970-01-01 00:00:00.000000000,1.2,P,1970-01-01 00:00:00.000000000,P,1580.0,P
1970-01-01 00:00:00.000000000,1.6,P,1970-01-01 00:00:00.000000000,P,1340.0,P
1970-01-01 00:00:00.000000000,1.58,P,1970-01-01 00:00:00.000000000,P,1170.0,P
1970-01-01 00:00:00.000000000,1.53,P,1970-01-01 00:00:00.000000000,P,879.0,P
1970-01-01 00:00:00.000000000,1.39,P,1970-01-01 00:00:00.000000000,P,811.0,P
1970-01-01 00:00:00.000000000,1.38,P,1970-01-01 00:00:00.000000000,P,1100.0,P
,,,,,1230.0,P
1970-01-01 00:00:00.000000000,1.61,P,1970-01-01 00:00:00.000000000,P,1390.0,P
1970-01-01 00:00:00.000000000,1.83,P,1970-01-01 00:00:00.000000000,P,1420.0,P
1970-01-01 00:00:00.000000001,2.25,P,1970-01-01 00:00:00.000000001,P,1690.0,P
1970-01-01 00:00:00.000000001,2.37,P,1970-01-01 00:00:00.000000001,P,2380.0,P
1970-01-01 00:00:00.000000001,2.99,P,1970-01-01 00:00:00.000000001,P,3700.0,P
1970-01-01 00:00:00.000000001,2.5,P,1970-01-01 00:00:00.000000001,P,4980.0,P
1970-01-01 00:00:00.000000000,1.86,P,1970-01-01 00:00:00.000000000,P,3280.0,P
1970-01-01 00:00:00.000000000,1.81,P,1970-01-01 00:00:00.000000000,P,1890.0,P
1970-01-01 00:00:00.000000000,1.81,P,1970-01-01 00:00:00.000000000,P,1360.0,P
1970-01-01 00:00:00.000000000,1.66,P,1970-01-01 00:00:00.000000000,P,1130.0,P
1970-01-01 00:00:00.000000000,1.58,P,1970-01-01 00:00:00.000000000,P,850.0,P
1970-01-01 00:00:00.000000000,1.5,P,1970-01-01 00:00:00.000000000,P,612.0,P
1970-01-01 00:00:00.000000000,1.63,P,1970-01-01 00:00:00.000000000,P,605.0,P
1970-01-01 00:00:00.000000000,1.63,P,1970-01-01 00:00:00.000000000,P,604.0,P
1970-01-01 00:00:00.000000000,1.56,P,1970-01-01 00:00:00.000000000,P,470.0,P
1970-01-01 00:00:00.000000000,1.37,P,1970-01-01 00:00:00.000000000,P,493.0,P
1970-01-01 00:00:00.000000000,1.24,P,1970-01-01 00:00:00.000000000,P,563.0,P
1970-01-01 00:00:00.000000000,1.23,P,1970-01-01 00:00:00.000000000,P,494.0,P
1970-01-01 00:00:00.000000000,1.5,P,1970-01-01 00:00:00.000000000,P,410.0,P
1970-01-01 00:00:00.000000000,1.24,P,1970-01-01 00:00:00.000000000,P,501.0,P
1970-01-01 00:00:00.000000000,1.1,P,1970-01-01 00:00:00.000000000,P,622.0,P
1970-01-01 00:00:00.000000000,1.34,P,1970-01-01 00:00:00.000000000,P,676.0,P
1970-01-01 00:00:00.000000000,1.58,P,1970-01-01 00:00:00.000000000,P,1300.0,P
1970-01-01 00:00:00.000000000,1.62,P,1970-01-01 00:00:00.000000000,P,1750.0,P
1970-01-01 00:00:00.000000000,1.6,P,1970-01-01 00:00:00.000000000,P,,
